O	 D	 AMOEBA	 FlowValue
97	114	0	-0.934682824
137	145	0	-0.029569636
29	131	0	0.77659254
108	73	0	0.093777423
120	60	0	-6.373333678
50	78	0	0.078319075
141	101	0	0.147719699
146	112	0	8.403069912
40	72	0	0.127906024
149	37	0	1.78898062
8	17	0	0.009362356
63	62	0	-0.019249058
50	33	0	-0.123213325
80	62	0	0.814676645
100	49	0	0.031863993
78	72	0	-0.09727039
12	101	0	-0.682280124
108	49	0	0.129615224
54	29	0	0.272252652
19	45	0	0.368575673
148	82	0	0.371076945
24	32	0	0.944999193
100	128	0	-0.680647077
108	64	0	-0.064309533
50	123	0	0.067775199
59	51	0	0.226783194
6	35	0	3.865919816
45	124	0	0.14213137
50	73	0	0.09766324
126	121	0	0.612953435
79	33	0	-0.456332731
8	24	0	-1.949546751
134	135	0	-0.241225086
28	75	0	2.76884731
11	5	0	5.844697663
139	72	0	1.438133874
75	32	0	0.111578429
26	17	0	-0.096423945
137	50	0	-0.135613374
46	84	0	0.176210667
11	146	0	0.249220293
105	51	0	-2.98712525
15	49	0	0.390019604
112	72	0	-0.060812778
77	141	0	8.661340212
137	131	0	0.751604814
30	29	0	-0.914678962
94	72	0	-0.106749071
109	71	0	-0.931169821
59	72	0	0.114661746
25	72	0	-0.669178436
79	133	0	-0.446100004
96	51	0	0.298499614
149	55	0	-0.067710674
132	17	0	0.016702287
8	31	0	0.386900814
100	80	0	0.201939674
63	44	0	-0.464258765
121	45	0	-0.396734476
68	32	0	-0.472082775
150	30	0	0.728543906
46	95	0	-0.090625631
122	20	0	-0.023985758
140	32	0	0.342324146
52	130	0	0.079035824
150	55	0	-0.89570252
64	133	0	-0.399387747
118	72	0	0.028538585
87	123	0	0.522650854
52	49	0	0.126199099
91	22	0	-3.710046553
96	91	0	-0.393642066
132	137	0	0.209655189
2	105	0	3.229851152
49	107	0	-1.207530468
80	20	0	-0.074796511
35	40	0	0.460860121
149	48	0	0.089767338
104	26	0	0.30912943
140	72	0	-0.089202309
1	121	0	0.063571409
93	40	0	1.27615233
39	44	0	-0.396416285
45	128	0	-0.076991731
2	66	0	1.139000612
122	31	0	0.368343843
51	25	0	-0.402022797
145	44	0	0.1107994
19	64	0	-0.014385935
150	128	0	0.040732466
6	133	0	-1.510516805
10	72	0	0.217284087
139	145	0	-0.354050862
35	64	0	0.088285497
54	145	0	0.190097552
96	82	0	-3.088226563
116	29	0	-0.256584885
28	33	0	0.133835047
13	126	0	0
8	114	0	1.222307381
43	17	0	-0.076953991
63	82	0	-1.508900968
28	80	0	0.646956843
85	33	0	1.022925176
53	72	0	0.238649921
93	33	0	0.358778722
150	40	0	0.589091097
75	33	0	-2.445125182
84	114	0	-0.803058364
137	37	0	0.839178656
46	105	0	0.229202094
27	45	0	0.575426417
108	21	0	0.285870803
19	73	0	0.053398168
41	84	0	3.235350256
24	60	0	-0.999588555
141	49	0	0.085538741
23	77	0	0.231228898
82	84	0	-1.040599396
49	101	0	1.206560639
31	29	0	0.104012763
53	32	0	-0.448785137
113	128	0	-1.060711052
4	49	0	0.329213539
100	77	0	-0.090078227
63	91	0	0.034504866
11	33	0	-1.019363485
140	126	0	-1.41931805
144	121	0	0.20989435
71	11	0	0.320207024
1	75	0	0.71930364
2	123	0	-0.10696408
115	85	0	-0.807519678
8	131	0	0.111814054
118	34	0	15.56266426
122	33	0	0.123559725
13	142	0	0.309501575
19	78	0	0.144522864
150	146	0	0.247318581
13	31	0	0.044173006
74	31	0	-0.139079455
40	131	0	-0.39157474
13	112	0	0.007490595
70	59	0	5.490812519
50	145	0	0.212344704
126	36	0	2.789725134
80	121	0	0.310136116
63	64	0	0.571183355
29	80	0	0.316594418
93	51	0	-0.287008151
8	138	0	-0.072445812
46	123	0	-0.08547291
122	40	0	0.106936745
13	135	0	0.236975054
17	76	0	0.328218568
145	23	0	1.352083302
128	73	0	0.05316141
148	4	0	0.065087351
2	44	0	0.349616741
149	19	0	0.015540521
10	101	0	1.724779212
138	62	0	0.079957112
52	21	0	-0.704605871
146	46	0	7.961022295
77	59	0	-3.311692141
132	109	0	0.0433935
25	45	0	1.304100384
32	73	0	0.086506681
12	56	0	26.67324847
146	65	0	-8.991495843
4	39	0	0.101008808
71	145	0	-0.033532587
48	73	0	0.115683077
29	41	0	0.292400012
143	33	0	0.638988306
110	44	0	-8.438136545
2	77	0	0.134948248
138	73	0	0
47	112	0	8.102263412
135	31	0	0.413249004
108	2	0	-0.183949544
143	86	0	-0.381999266
136	128	0	0.690920797
63	144	0	-3.217487188
101	45	0	-0.152934771
13	17	0	0.021932413
108	145	0	0.816559372
109	29	0	-1.164945871
146	41	0	0.133722385
45	75	0	0.110282044
1	45	0	-0.125617427
129	16	0	0.390069129
4	46	0	1.235266934
48	64	0	0.106854976
104	125	0	0.215795596
103	31	0	-0.350076526
33	39	0	-1.332794906
146	138	0	6.734379247
84	131	0	0.303627996
104	140	0	1.189175878
108	121	0	0.063146958
19	101	0	-0.017425599
148	10	0	0.048380819
82	145	0	0.685700377
134	45	0	-0.26041908
45	51	0	0.125538536
119	44	0	-0.373797656
138	32	0	0
49	48	0	-1.41866651
13	10	0	0.142794992
108	136	0	1.103705151
91	64	0	-0.342076899
45	68	0	0.140921415
50	17	0	0.233951627
4	21	0	0.416226717
80	110	0	0.827071603
143	49	0	0.073528715
46	29	0	0.488533855
11	77	0	-0.740313289
144	101	0	0.111780636
143	55	0	0.439944218
54	45	0	0.068766598
93	30	0	-0.595225701
26	73	0	0.055733858
9	55	0	2.508000762
84	138	0	0.382207821
148	17	0	-0.238945545
24	31	0	1.356702805
45	44	0	0.094499312
138	43	0	0.437128035
123	46	0	-0.257014441
13	3	0	0.287403333
96	29	0	5.712916551
74	51	0	0.405565625
8	72	0	-0.124940214
64	101	0	0.258320644
148	60	0	0.212039977
17	82	0	0.490275712
44	10	0	-0.390814938
83	33	0	-0.267321383
84	145	0	0.037163257
12	35	0	5.999473066
91	33	0	-0.546106267
134	31	0	0.337949184
122	108	0	0.943967631
67	72	0	-0.115692315
45	135	0	0.047490441
126	80	0	-1.096365124
149	7	0	0.204286226
135	52	0	-0.254917184
57	83	0	-1.081492162
80	92	0	6.248494497
